Epoch,Accuracy,Precision,Recall,F1,AUROC
1,0.375,0.3238095238095238,0.4833333333333333,0.34984126984126984,0.8353929403929403
2,0.75,0.82,0.8300000000000001,0.7690476190476191,0.9604545454545456
3,0.75,0.82,0.8300000000000001,0.7690476190476191,0.9604545454545456
4,0.875,0.8933333333333333,0.9099999999999999,0.8914285714285715,0.9640909090909091
5,0.875,0.8933333333333333,0.9099999999999999,0.8914285714285715,0.9640909090909091
