Epoch,Accuracy,Precision,Recall,F1,AUROC
1,0.375,0.42666666666666664,0.45,0.3523076923076923,0.8157226107226109
2,0.625,0.7523809523809523,0.74,0.64,0.9387354312354311
3,0.75,0.8333333333333333,0.8300000000000001,0.8047619047619048,0.9621445221445221
4,0.75,0.8333333333333333,0.8300000000000001,0.8047619047619048,0.9694172494172495
5,0.875,0.9099999999999999,0.9099999999999999,0.9028571428571428,0.973053613053613
